request_rate,time_gap_ms,failed_logins,packet_size_kb,payload_entropy,label
12.06,48.83,8,0.91,8.86,Attack
20.68,113.9,11,0.19,7.72,Attack
15.74,122.8,9,0.36,7.91,Attack
15.32,65.49,10,0.27,7.03,Attack
4.92,704.84,1,8.62,2.16,Normal
15.15,131.42,8,1.2,6.33,Attack
21.8,72.1,9,0.57,6.25,Attack
9.21,135.55,14,0.46,8.4,Attack
21.91,133.0,13,1.45,6.6,Attack
24.25,85.37,15,1.44,8.98,Attack
9.83,67.29,9,0.54,7.36,Attack
18.08,67.81,6,0.8,8.5,Attack
0.77,793.01,2,7.04,4.67,Normal
18.53,78.66,12,0.95,8.87,Attack
24.96,44.02,13,0.74,8.37,Attack
3.15,502.66,0,3.02,4.81,Normal
4.01,346.63,2,4.92,3.82,Normal
0.91,416.2,0,4.2,3.15,Normal
0.61,223.8,0,9.37,3.25,Normal
17.57,134.49,7,0.34,8.52,Attack
3.85,1017.15,1,2.31,3.68,Normal
3.83,919.4,1,4.42,2.34,Normal
21.0,84.03,12,0.9,7.81,Attack
22.47,36.29,7,1.32,7.22,Attack
4.44,811.22,2,7.26,2.39,Normal
2.51,435.8,1,9.32,3.4,Normal
1.77,509.67,0,5.97,3.4,Normal
19.83,97.18,5,1.15,8.15,Attack
0.65,391.14,0,2.36,4.25,Normal
15.78,57.43,4,0.8,7.58,Attack
9.89,46.7,7,1.03,6.98,Attack
4.97,1143.57,2,8.85,3.43,Normal
3.49,1177.57,0,6.83,2.35,Normal
1.44,380.26,0,9.27,2.73,Normal
12.23,96.57,11,0.2,8.44,Attack
1.96,1118.86,1,9.95,4.94,Normal
4.39,753.69,1,5.89,3.71,Normal
12.83,126.25,5,1.21,6.11,Attack
2.71,465.77,2,3.9,2.4,Normal
3.42,988.66,1,9.03,3.55,Normal
1.19,617.04,1,5.75,3.82,Normal
4.54,1174.91,0,9.02,2.51,Normal
4.88,874.94,0,7.36,2.9,Normal
2.45,760.95,0,4.03,2.4,Normal
15.26,52.52,6,1.33,7.36,Attack
17.22,85.45,6,0.35,8.97,Attack
2.76,923.65,2,8.91,4.02,Normal
15.45,117.85,15,0.85,8.07,Attack
19.2,130.17,5,0.93,6.73,Attack
8.09,22.04,7,0.39,7.17,Attack
0.56,996.86,1,7.08,2.11,Normal
24.51,58.16,6,1.25,8.64,Attack
19.69,147.25,6,1.22,6.76,Attack
4.33,591.21,2,1.42,4.05,Normal
8.66,92.73,9,1.17,6.91,Attack
14.09,106.37,4,0.55,7.73,Attack
1.25,661.13,2,1.35,4.48,Normal
1.0,915.18,0,7.0,3.71,Normal
2.15,926.76,2,5.03,3.95,Normal
2.86,253.78,1,5.49,2.21,Normal
23.93,126.01,11,0.71,8.52,Attack
4.57,693.58,2,3.6,2.51,Normal
2.24,339.01,0,7.74,4.44,Normal
18.6,147.02,12,1.4,6.39,Attack
24.36,147.64,13,1.04,8.46,Attack
11.13,137.37,11,1.35,7.44,Attack
20.13,146.94,15,1.5,8.8,Attack
12.19,61.73,15,1.05,6.78,Attack
1.53,212.84,0,7.07,3.6,Normal
11.65,61.8,9,0.42,7.37,Attack
2.07,1026.59,1,5.55,4.55,Normal
21.95,134.64,12,0.54,8.49,Attack
1.6,327.46,2,5.01,3.33,Normal
4.48,1175.92,0,6.04,3.26,Normal
8.93,70.07,11,0.61,6.62,Attack
3.17,794.81,1,7.17,3.93,Normal
3.36,699.09,0,1.41,3.56,Normal
24.88,50.33,8,1.37,7.21,Attack
22.28,71.66,15,0.83,8.67,Attack
17.15,144.8,6,0.74,6.18,Attack
11.95,93.89,10,1.4,7.94,Attack
4.71,297.71,1,8.16,3.39,Normal
12.04,123.34,6,0.1,8.14,Attack
8.76,91.25,10,0.19,8.9,Attack
2.52,809.72,2,2.58,3.66,Normal
2.2,865.63,1,3.66,2.1,Normal
3.9,1131.68,1,6.04,2.24,Normal
2.96,1056.59,0,7.1,4.42,Normal
22.97,70.31,9,0.91,7.83,Attack
8.61,106.41,14,0.77,6.55,Attack
3.0,605.31,2,2.47,3.6,Normal
2.14,636.54,1,4.08,2.16,Normal
18.73,123.0,4,1.05,7.55,Attack
20.36,48.92,7,1.37,8.9,Attack
9.41,100.43,15,0.33,8.29,Attack
2.41,1158.02,1,5.9,4.91,Normal
4.53,336.95,1,5.42,3.6,Normal
3.0,329.11,2,5.19,4.6,Normal
14.0,122.02,12,0.71,6.92,Attack
1.94,881.62,2,8.78,2.38,Normal
13.65,147.58,4,0.53,6.09,Attack
2.92,470.58,0,2.12,3.87,Normal
3.87,796.65,0,1.69,2.75,Normal
18.17,146.53,14,1.24,6.66,Attack
14.45,38.77,15,1.46,7.57,Attack
23.22,132.89,6,0.35,8.1,Attack
12.63,28.74,6,0.64,8.78,Attack
15.57,125.7,12,0.65,7.66,Attack
3.4,786.8,0,2.44,2.24,Normal
3.48,331.14,1,2.14,4.05,Normal
15.83,36.59,9,0.54,7.33,Attack
2.82,959.39,2,6.89,2.94,Normal
3.95,202.73,0,2.1,2.4,Normal
12.49,65.3,9,1.19,6.38,Attack
4.81,919.17,1,3.82,4.5,Normal
12.96,56.3,13,0.14,7.02,Attack
1.61,577.72,1,4.92,2.83,Normal
13.68,72.7,9,0.78,6.77,Attack
21.77,64.66,5,0.95,7.05,Attack
2.0,965.9,0,2.48,3.87,Normal
4.93,1193.02,0,9.38,3.82,Normal
23.77,24.26,10,0.55,6.49,Attack
1.57,869.75,2,6.86,4.36,Normal
4.05,381.18,1,5.63,4.88,Normal
19.85,60.11,12,0.52,8.42,Attack
2.96,339.95,2,6.65,2.47,Normal
17.01,41.19,6,0.7,8.75,Attack
0.62,733.99,2,6.63,3.62,Normal
1.6,580.92,0,8.23,4.61,Normal
1.34,434.37,2,4.76,2.38,Normal
22.88,57.17,13,1.02,6.37,Attack
4.75,205.53,1,5.21,3.12,Normal
2.04,587.94,0,3.55,3.47,Normal
3.95,1028.9,2,6.1,4.22,Normal
1.2,231.33,2,6.35,2.62,Normal
3.14,1118.06,0,6.97,3.22,Normal
3.36,210.29,0,9.81,3.17,Normal
13.47,59.9,9,1.37,8.67,Attack
15.13,58.04,4,0.48,8.12,Attack
18.65,75.41,13,1.27,8.3,Attack
23.23,64.07,15,0.7,8.45,Attack
1.07,323.19,2,9.89,2.63,Normal
21.23,119.83,13,0.43,8.55,Attack
10.38,109.66,5,0.29,8.2,Attack
1.81,231.34,1,5.75,4.38,Normal
24.59,79.86,4,1.09,6.44,Attack
18.36,76.45,9,0.99,7.9,Attack
2.44,520.82,2,3.44,4.51,Normal
2.5,1184.97,1,4.72,2.51,Normal
2.3,1150.95,2,7.35,2.23,Normal
4.84,1169.21,2,8.88,2.65,Normal
10.27,106.22,14,1.42,6.6,Attack
1.59,375.88,0,4.88,2.92,Normal
4.24,557.93,1,5.42,3.01,Normal
14.37,26.09,4,1.19,8.27,Attack
19.93,56.88,4,0.23,6.5,Attack
1.38,334.09,0,2.83,4.18,Normal
12.96,47.64,10,0.22,7.18,Attack
12.85,43.27,15,1.34,6.06,Attack
16.68,80.83,9,1.49,7.75,Attack
3.44,635.26,1,3.31,2.07,Normal
4.16,1098.5,1,1.79,2.54,Normal
20.59,28.04,12,0.77,6.96,Attack
4.93,809.79,1,7.0,3.67,Normal
13.2,115.23,5,0.64,7.21,Attack
1.7,635.78,0,9.68,3.88,Normal
0.88,518.37,0,3.62,4.99,Normal
3.24,809.19,1,1.13,3.45,Normal
10.4,62.99,13,1.26,6.7,Attack
2.57,244.14,1,4.77,2.4,Normal
1.17,706.75,1,3.55,4.41,Normal
14.59,32.82,14,0.47,8.39,Attack
2.34,538.45,1,7.83,4.38,Normal
1.94,1063.87,2,1.35,2.32,Normal
18.66,47.59,12,0.87,6.8,Attack
8.54,23.95,13,0.21,7.95,Attack
17.27,84.14,7,0.11,7.83,Attack
24.3,37.41,13,1.33,6.76,Attack
21.68,118.84,6,1.36,8.69,Attack
24.21,30.97,6,0.41,7.31,Attack
2.84,1103.35,0,6.13,2.88,Normal
1.71,1056.7,0,9.87,3.46,Normal
2.22,316.69,0,5.89,3.98,Normal
1.13,999.12,1,3.18,2.59,Normal
0.85,821.4,2,6.62,4.82,Normal
2.93,355.26,2,5.64,3.48,Normal
18.1,20.17,10,0.53,6.84,Attack
12.38,54.62,7,0.26,8.23,Attack
1.87,915.98,0,7.39,3.05,Normal
18.48,121.34,15,0.18,6.18,Attack
12.78,84.65,15,0.2,8.83,Attack
13.36,93.96,7,0.68,8.76,Attack
14.72,129.11,11,0.31,8.87,Attack
24.43,73.39,4,0.9,6.83,Attack
14.94,127.63,10,0.54,7.62,Attack
2.76,664.61,0,7.02,4.24,Normal
24.49,36.9,13,1.33,6.73,Attack
18.05,139.46,15,0.26,7.74,Attack
9.93,131.79,6,0.22,8.64,Attack
1.17,309.98,2,5.0,2.86,Normal
2.44,345.0,2,4.51,2.46,Normal
8.93,80.25,4,0.8,6.47,Attack
2.25,1114.89,2,1.01,4.84,Normal
2.91,367.35,0,6.05,2.27,Normal
4.7,831.13,2,1.55,2.74,Normal
2.77,1017.44,0,8.51,3.17,Normal
2.6,476.02,2,7.62,2.48,Normal
10.46,83.96,5,0.11,7.67,Attack
11.98,118.07,11,1.02,6.15,Attack
15.48,122.29,12,0.14,7.6,Attack
1.95,444.02,1,3.54,2.41,Normal
4.78,223.43,1,5.0,4.82,Normal
11.07,104.48,6,0.27,7.07,Attack
3.29,267.44,0,1.73,4.32,Normal
1.31,892.61,1,5.24,2.4,Normal
4.4,340.56,1,1.55,2.64,Normal
19.0,80.01,14,0.22,6.51,Attack
8.97,85.71,9,0.68,7.03,Attack
9.22,38.69,12,0.91,6.91,Attack
17.15,45.69,11,0.35,7.35,Attack
4.24,220.47,0,3.36,3.23,Normal
11.43,142.64,13,0.62,8.58,Attack
20.58,91.63,7,1.46,8.29,Attack
2.29,503.66,1,6.31,4.87,Normal
3.36,971.65,2,7.47,4.63,Normal
21.98,29.86,6,1.07,7.07,Attack
3.79,640.95,2,1.89,2.39,Normal
23.78,63.11,15,1.07,8.53,Attack
3.69,966.89,2,3.73,2.77,Normal
14.2,39.25,8,0.28,6.8,Attack
12.86,47.74,4,1.21,7.79,Attack
0.74,1146.07,2,2.2,3.01,Normal
0.94,964.24,0,5.61,2.46,Normal
3.69,486.14,2,7.7,2.71,Normal
10.08,65.01,14,0.31,6.3,Attack
20.26,66.57,10,1.39,8.23,Attack
17.59,40.84,11,0.77,8.01,Attack
9.49,91.66,4,0.23,6.63,Attack
1.56,667.26,1,6.89,4.76,Normal
10.97,20.73,7,0.17,7.2,Attack
14.36,147.21,10,0.33,8.75,Attack
15.13,143.63,13,0.11,7.73,Attack
3.9,839.85,1,9.69,2.19,Normal
4.26,942.69,1,7.05,4.78,Normal
2.81,247.73,2,5.95,2.72,Normal
4.12,322.8,2,9.49,3.39,Normal
20.76,88.14,13,0.94,7.17,Attack
24.05,90.66,9,1.0,8.09,Attack
13.41,92.43,13,0.14,6.94,Attack
4.45,854.32,2,3.36,2.2,Normal
9.63,131.32,8,0.94,8.22,Attack
18.69,138.97,11,0.45,8.06,Attack
21.82,95.83,8,0.85,7.85,Attack
16.27,118.16,9,1.29,7.14,Attack
14.91,78.42,4,0.42,7.73,Attack
2.03,1073.98,2,2.88,2.34,Normal
2.53,1046.49,0,2.23,3.87,Normal
19.3,132.68,4,0.28,6.3,Attack
2.97,459.25,0,8.67,2.52,Normal
2.34,416.95,2,7.43,3.27,Normal
12.78,149.84,13,1.48,8.24,Attack
15.71,91.78,9,1.02,7.67,Attack
11.26,21.16,10,0.3,7.59,Attack
10.19,126.42,4,0.81,8.43,Attack
19.37,89.11,8,0.67,6.62,Attack
11.82,137.59,4,1.18,7.08,Attack
1.88,1053.1,1,6.72,3.91,Normal
4.57,743.69,2,3.07,2.14,Normal
22.37,131.27,13,0.85,9.0,Attack
4.53,1049.5,1,8.74,2.46,Normal
16.8,75.28,6,1.11,6.95,Attack
10.19,61.73,10,1.49,6.74,Attack
10.64,61.14,4,1.37,6.09,Attack
1.94,966.79,0,2.74,4.87,Normal
20.11,82.93,4,1.45,7.51,Attack
2.14,200.6,2,2.05,2.04,Normal
12.97,48.25,7,0.14,6.72,Attack
12.14,41.89,14,0.73,7.1,Attack
2.23,265.44,0,2.17,4.98,Normal
2.17,853.79,2,1.84,4.19,Normal
17.49,119.4,13,0.55,6.26,Attack
15.89,93.87,13,1.27,8.38,Attack
4.87,1168.82,1,9.26,2.8,Normal
0.9,328.84,0,9.41,3.68,Normal
4.81,1007.88,0,5.78,3.59,Normal
8.05,136.5,13,0.96,6.83,Attack
19.15,84.19,7,1.24,6.74,Attack
2.93,1039.11,2,3.9,4.63,Normal
3.05,524.78,0,3.05,4.8,Normal
12.77,130.37,5,1.17,6.45,Attack
24.62,141.18,12,0.5,7.36,Attack
10.28,121.96,7,1.24,7.0,Attack
1.45,593.95,1,3.63,4.79,Normal
0.54,745.9,1,4.91,2.02,Normal
3.53,952.2,0,3.55,2.14,Normal
4.61,372.9,0,2.92,3.65,Normal
2.11,867.54,0,7.6,4.67,Normal
19.38,76.96,13,1.02,8.88,Attack
4.11,275.93,2,5.92,4.32,Normal
3.93,1160.4,0,5.54,2.37,Normal
21.66,39.81,9,0.28,8.6,Attack
24.95,46.66,9,0.44,6.26,Attack
4.65,1111.19,2,7.53,2.74,Normal
15.09,51.65,12,1.21,8.04,Attack
24.15,56.47,7,1.13,8.6,Attack
4.15,490.18,2,4.13,4.97,Normal
13.42,78.53,14,0.98,8.78,Attack
4.37,219.14,0,7.83,2.4,Normal
1.76,955.08,0,5.27,4.29,Normal
1.19,1000.56,0,4.17,4.42,Normal
17.86,117.52,11,0.47,6.92,Attack
11.67,86.2,9,0.58,8.5,Attack
1.72,1015.98,1,1.14,3.68,Normal
4.12,366.03,0,2.9,2.94,Normal
19.38,91.73,5,0.4,6.84,Attack
1.43,637.68,0,2.35,4.95,Normal
0.85,864.43,1,8.81,4.73,Normal
24.46,48.99,6,0.59,7.64,Attack
1.32,1032.64,2,5.8,2.3,Normal
12.26,127.97,9,1.34,6.71,Attack
4.08,609.13,1,6.97,4.14,Normal
4.62,1059.3,1,6.45,3.78,Normal
1.06,774.64,2,6.6,4.17,Normal
13.3,105.89,7,1.16,6.13,Attack
12.24,78.99,7,1.38,6.42,Attack
1.17,436.79,2,4.67,2.46,Normal
10.3,38.01,13,0.65,7.58,Attack
1.06,1060.59,2,2.37,3.48,Normal
13.89,112.44,6,0.77,6.54,Attack
21.6,39.23,6,0.41,7.01,Attack
2.66,763.9,1,8.4,3.03,Normal
24.26,107.46,7,0.83,6.71,Attack
4.29,1172.59,0,2.5,3.23,Normal
9.56,104.7,5,0.37,8.59,Attack
13.73,56.58,6,1.48,6.91,Attack
4.75,855.38,0,1.02,4.05,Normal
12.09,98.59,13,1.47,6.31,Attack
12.59,79.12,13,0.34,6.11,Attack
24.42,63.72,5,0.54,8.58,Attack
16.04,25.27,12,1.02,8.69,Attack
3.62,880.69,2,3.95,4.72,Normal
19.83,72.82,11,1.35,6.65,Attack
12.86,37.89,15,0.74,8.56,Attack
3.22,710.53,2,5.53,3.65,Normal
8.42,38.36,9,0.33,8.1,Attack
0.92,451.45,2,8.72,2.73,Normal
15.4,117.48,10,0.13,7.47,Attack
0.95,981.76,0,5.6,2.08,Normal
2.76,616.76,1,5.21,3.54,Normal
3.76,580.02,0,2.56,2.57,Normal
8.26,144.04,14,0.53,8.92,Attack
23.12,41.82,15,0.22,8.13,Attack
18.7,103.78,15,0.27,7.27,Attack
10.57,54.49,11,0.23,6.16,Attack
1.43,392.82,1,8.15,2.55,Normal
10.09,100.7,14,0.88,8.27,Attack
1.46,941.97,0,3.12,2.13,Normal
1.84,1105.83,0,4.14,3.98,Normal
4.36,1106.36,0,3.65,4.91,Normal
8.75,43.08,10,1.21,6.78,Attack
24.89,82.38,6,0.71,6.82,Attack
3.74,445.67,0,8.24,2.14,Normal
3.05,990.89,0,8.26,3.18,Normal
20.28,100.2,15,1.13,7.2,Attack
17.98,126.35,10,0.93,8.52,Attack
22.39,76.58,10,0.6,6.11,Attack
1.69,301.89,1,3.68,3.33,Normal
0.67,672.84,1,1.67,4.16,Normal
24.33,27.11,7,0.26,7.54,Attack
2.88,1003.6,1,3.82,4.05,Normal
1.19,805.97,0,3.68,4.95,Normal
12.14,62.37,4,0.71,7.29,Attack
13.67,53.91,4,0.63,8.11,Attack
1.48,922.95,0,7.74,4.25,Normal
1.59,489.57,2,9.65,3.82,Normal
20.25,123.54,11,0.9,6.3,Attack
9.85,100.84,9,0.28,6.89,Attack
4.33,671.52,1,1.21,3.34,Normal
3.38,860.3,1,4.79,3.81,Normal
4.95,612.68,1,5.71,2.01,Normal
1.26,747.46,2,1.32,2.22,Normal
23.18,139.54,14,0.3,6.06,Attack
9.36,87.77,11,0.4,6.9,Attack
1.29,1085.24,2,4.95,4.05,Normal
3.36,393.73,1,5.87,4.32,Normal
16.02,124.04,5,0.72,7.06,Attack
3.27,249.55,2,9.57,3.99,Normal
1.39,561.42,2,8.92,4.03,Normal
15.73,143.57,11,0.56,7.06,Attack
12.24,145.25,4,0.42,7.99,Attack
3.31,1193.56,1,3.19,3.56,Normal
23.94,111.13,7,0.34,7.29,Attack
3.66,636.89,2,6.7,2.93,Normal
9.37,115.94,7,0.52,8.59,Attack
13.14,66.67,13,0.14,6.32,Attack
2.52,505.56,0,5.7,2.64,Normal
8.01,60.9,4,0.98,7.73,Attack
0.55,1186.81,0,1.33,2.94,Normal
1.55,1189.53,2,4.26,4.15,Normal
12.65,89.44,10,1.11,6.68,Attack
0.85,731.42,2,8.44,2.17,Normal
21.57,80.17,6,0.91,7.96,Attack
3.77,524.43,2,5.06,2.03,Normal
13.58,80.07,8,0.19,8.05,Attack
1.82,672.69,0,7.28,4.85,Normal
3.09,616.29,0,7.72,3.79,Normal
14.12,26.36,11,0.62,8.55,Attack
1.66,995.77,1,6.26,3.62,Normal
0.96,1173.1,2,5.92,2.51,Normal
10.3,97.76,6,1.4,7.59,Attack
22.31,121.14,6,0.86,7.16,Attack
4.21,331.28,0,7.67,4.79,Normal
11.14,41.89,10,0.8,6.39,Attack
11.0,40.71,6,1.11,8.34,Attack
19.1,126.4,8,1.47,8.05,Attack
2.53,833.23,2,5.56,2.52,Normal
13.03,50.76,13,1.16,6.71,Attack
12.46,93.09,12,0.36,7.25,Attack
8.47,33.71,5,0.53,6.1,Attack
22.24,35.91,5,0.74,8.52,Attack
2.39,1154.46,1,8.67,3.84,Normal
0.59,1030.92,0,2.65,2.3,Normal
4.18,732.18,2,3.17,4.33,Normal
17.83,56.24,9,0.46,8.94,Attack
15.38,79.41,12,1.35,7.58,Attack
16.66,86.16,7,0.21,8.66,Attack
12.81,38.67,4,0.4,8.1,Attack
2.2,881.26,2,6.71,2.97,Normal
9.97,93.16,8,0.35,8.05,Attack
1.89,303.8,1,2.33,2.81,Normal
15.87,113.01,5,0.29,7.56,Attack
15.34,127.02,13,0.93,6.6,Attack
20.54,100.46,4,1.32,8.2,Attack
9.67,144.99,15,0.73,8.76,Attack
14.77,52.78,9,1.43,6.31,Attack
2.54,715.69,0,4.24,4.65,Normal
0.59,393.86,1,8.82,4.56,Normal
22.81,78.46,14,0.73,7.54,Attack
20.69,35.4,7,0.97,6.57,Attack
9.74,26.42,10,1.22,8.2,Attack
11.13,139.01,10,1.39,7.81,Attack
20.07,93.7,14,0.96,8.57,Attack
10.29,88.76,15,1.02,6.72,Attack
2.36,786.07,0,3.39,3.95,Normal
24.87,23.32,15,1.48,8.82,Attack
2.89,987.6,0,9.47,2.03,Normal
20.58,23.82,15,0.94,7.66,Attack
4.38,560.07,0,4.84,2.87,Normal
0.81,1033.3,0,2.77,3.18,Normal
24.45,148.76,6,0.57,6.95,Attack
15.42,87.43,4,0.98,7.41,Attack
18.6,120.23,11,0.23,6.23,Attack
3.14,718.83,2,4.73,2.5,Normal
1.04,404.56,2,8.21,3.59,Normal
20.77,125.68,8,0.62,8.56,Attack
3.47,668.08,1,4.79,4.91,Normal
0.8,382.56,2,4.55,2.67,Normal
10.51,108.48,4,0.29,8.1,Attack
13.68,66.24,4,0.65,6.54,Attack
9.22,38.93,13,1.38,8.14,Attack
11.26,121.08,14,0.75,6.65,Attack
13.04,69.77,4,0.69,6.13,Attack
10.77,78.47,10,1.31,8.14,Attack
3.33,1081.46,0,8.79,2.5,Normal
19.91,109.03,4,0.29,8.21,Attack
19.78,24.46,14,0.68,8.77,Attack
19.15,75.71,7,1.1,6.74,Attack
14.15,101.95,4,0.65,6.9,Attack
15.66,47.11,8,1.45,8.91,Attack
2.82,207.7,0,3.22,3.38,Normal
4.71,1168.76,1,4.81,3.57,Normal
14.55,79.68,11,0.2,6.07,Attack
1.41,1101.23,2,1.46,2.66,Normal
3.04,845.6,1,1.93,4.4,Normal
20.11,64.29,11,0.88,7.23,Attack
0.63,884.81,0,7.44,4.45,Normal
4.96,767.11,2,2.94,4.06,Normal
19.37,65.31,15,1.37,8.36,Attack
3.6,807.07,0,3.74,4.9,Normal
10.82,52.46,13,1.2,6.27,Attack
0.89,813.36,0,5.25,4.7,Normal
20.16,21.81,11,0.39,6.74,Attack
2.25,431.71,2,7.04,2.6,Normal
9.43,64.27,15,0.45,7.44,Attack
13.53,120.6,14,0.21,8.65,Attack
3.67,1190.88,2,9.31,3.82,Normal
14.92,96.34,10,0.88,7.5,Attack
12.32,59.56,11,0.82,7.99,Attack
13.85,122.43,14,0.83,7.98,Attack
3.52,969.34,0,9.07,4.12,Normal
0.56,318.62,0,4.65,3.5,Normal
3.09,700.06,2,9.43,4.03,Normal
13.08,49.82,6,0.88,6.86,Attack
0.75,355.2,1,1.72,3.66,Normal
0.96,801.81,1,1.43,3.11,Normal
14.89,80.25,13,0.53,8.32,Attack
3.59,1061.9,1,7.4,2.23,Normal
21.13,83.3,13,1.06,7.71,Attack
2.37,922.59,0,7.05,3.97,Normal
4.53,842.6,2,7.53,2.22,Normal
2.57,686.58,2,7.08,4.66,Normal
3.91,667.67,1,1.03,4.69,Normal
17.92,132.83,9,0.54,6.45,Attack
4.07,840.25,2,9.78,2.76,Normal
4.21,552.21,2,6.57,4.12,Normal
1.32,327.07,1,3.77,2.15,Normal
1.43,213.57,1,5.03,4.97,Normal
4.48,353.34,1,3.65,3.5,Normal
3.72,237.33,2,4.53,5.0,Normal
3.68,1119.3,0,1.63,4.42,Normal
4.59,602.72,0,5.0,2.35,Normal
4.94,1017.45,1,3.03,2.29,Normal
13.69,87.39,11,1.11,6.92,Attack
3.31,1020.97,2,9.58,4.65,Normal
14.9,70.78,10,0.3,7.59,Attack
16.9,109.65,11,1.28,6.17,Attack
0.72,233.06,1,6.65,4.25,Normal
14.59,115.69,8,1.19,7.76,Attack
13.85,40.32,9,0.89,8.91,Attack
24.41,32.56,13,1.19,7.29,Attack
18.89,100.11,15,0.18,8.66,Attack
4.19,890.93,0,5.61,4.07,Normal
3.98,728.91,2,5.99,4.7,Normal
11.64,113.71,12,1.47,6.05,Attack
18.22,91.69,8,0.18,7.93,Attack
2.96,248.35,0,5.71,2.27,Normal
24.73,149.69,15,1.22,7.84,Attack
3.55,1166.18,2,3.92,4.81,Normal
22.08,91.95,8,0.15,8.61,Attack
23.52,125.36,15,0.65,7.26,Attack
3.98,1067.84,2,8.48,2.96,Normal
2.89,384.55,2,1.13,4.48,Normal
3.37,836.37,2,3.17,2.18,Normal
21.07,140.83,7,0.46,7.51,Attack
13.2,59.57,4,0.77,8.35,Attack
15.43,85.85,6,0.57,7.62,Attack
12.94,116.97,11,0.48,6.72,Attack
22.42,93.84,13,0.7,6.97,Attack
3.98,766.79,2,1.67,3.46,Normal
22.37,61.67,8,0.47,6.23,Attack
18.04,87.07,7,0.34,7.19,Attack
4.38,201.43,1,3.61,2.72,Normal
11.07,40.85,8,1.2,6.09,Attack
22.27,116.75,15,0.76,7.45,Attack
1.63,980.03,1,5.74,2.53,Normal
3.63,418.9,2,2.09,4.01,Normal
1.02,892.67,0,9.8,2.76,Normal
3.91,775.85,0,3.1,4.44,Normal
4.18,779.02,0,4.7,2.96,Normal
4.11,316.1,2,7.06,4.47,Normal
16.88,38.83,7,0.84,7.92,Attack
1.81,200.54,1,2.01,2.57,Normal
14.5,37.76,13,0.27,6.78,Attack
19.57,78.59,6,0.85,8.66,Attack
2.64,358.32,1,2.83,3.04,Normal
2.84,598.2,1,4.9,2.8,Normal
19.36,148.98,6,0.52,6.95,Attack
4.35,1111.85,2,4.67,3.62,Normal
10.21,41.38,7,0.91,6.47,Attack
16.37,25.15,10,1.26,7.94,Attack
10.16,41.23,7,1.01,8.12,Attack
3.39,817.35,2,1.75,4.59,Normal
15.01,121.04,9,1.23,7.19,Attack
2.36,831.36,2,5.32,4.23,Normal
9.52,20.99,15,0.38,8.14,Attack
3.87,670.98,0,7.92,2.17,Normal
16.53,142.64,14,0.44,7.15,Attack
9.9,112.83,9,0.46,6.05,Attack
3.23,1017.7,1,4.72,4.69,Normal
14.83,120.76,15,0.28,7.97,Attack
1.38,927.67,0,8.21,2.21,Normal
24.49,111.11,15,0.44,7.2,Attack
3.03,372.25,2,5.12,3.02,Normal
4.6,587.55,2,8.92,4.74,Normal
4.38,347.76,1,5.54,2.19,Normal
1.12,460.65,0,4.65,3.04,Normal
17.87,66.47,14,1.08,7.67,Attack
1.43,285.3,2,7.13,4.75,Normal
2.23,202.96,0,7.23,4.76,Normal
22.72,127.5,4,1.17,8.65,Attack
0.86,1136.84,1,6.31,3.63,Normal
4.53,1126.88,2,8.57,4.49,Normal
8.74,68.52,15,1.31,6.75,Attack
1.7,1070.11,1,7.9,4.34,Normal
3.57,1130.17,2,2.4,3.68,Normal
2.15,384.12,0,2.85,4.39,Normal
23.65,92.42,4,0.82,7.11,Attack
2.04,1131.34,2,2.76,4.23,Normal
1.75,421.09,1,4.03,4.84,Normal
3.16,933.62,1,8.14,3.25,Normal
11.91,77.82,8,0.6,6.3,Attack
2.28,562.53,1,3.48,2.97,Normal
2.98,1165.0,1,9.68,4.94,Normal
2.14,982.07,0,5.0,3.65,Normal
16.96,82.73,8,1.46,8.7,Attack
12.59,56.12,15,1.29,6.61,Attack
3.45,1039.19,1,7.94,2.42,Normal
9.42,67.96,14,0.55,7.14,Attack
4.68,710.96,0,8.98,4.85,Normal
3.63,739.31,0,3.23,2.52,Normal
9.3,70.83,6,0.92,7.5,Attack
11.86,115.03,8,0.55,7.15,Attack
17.78,100.95,4,1.1,8.33,Attack
9.61,38.9,13,1.15,7.12,Attack
15.38,93.79,13,1.4,7.65,Attack
0.8,281.36,2,2.5,2.99,Normal
11.88,47.19,4,0.81,8.15,Attack
8.09,128.32,11,0.52,7.23,Attack
0.71,1099.55,1,1.7,2.69,Normal
18.21,105.95,8,1.37,6.7,Attack
3.55,646.95,0,6.44,2.16,Normal
4.31,647.39,2,8.76,3.1,Normal
2.31,253.17,1,6.17,3.18,Normal
16.77,65.04,10,1.42,6.27,Attack
3.05,780.6,1,5.19,3.85,Normal
4.93,309.71,2,6.4,2.02,Normal
2.44,387.33,0,5.4,4.95,Normal
15.18,141.49,9,1.26,8.35,Attack
0.98,904.23,2,4.61,2.44,Normal
21.37,58.27,14,1.36,7.34,Attack
17.17,59.19,7,1.1,6.31,Attack
18.58,81.61,13,0.98,7.3,Attack
14.08,102.8,6,0.54,6.82,Attack
4.21,456.88,0,8.05,4.99,Normal
16.02,134.44,7,0.52,7.6,Attack
4.07,802.26,2,7.93,4.9,Normal
4.24,527.3,0,2.42,4.34,Normal
23.85,91.02,12,1.34,6.89,Attack
19.89,120.9,10,1.28,6.22,Attack
2.16,994.97,1,6.76,3.43,Normal
10.34,25.45,5,0.98,7.01,Attack
